date,return
2024-01-03,-0.0
2024-01-04,-0.0
2024-01-05,0.0
2024-01-08,0.0
2024-01-09,-0.0
2024-01-10,0.0
2024-01-11,-0.0
2024-01-12,0.0
2024-01-16,-0.0
2024-01-17,-0.0
2024-01-18,0.0
2024-01-19,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,-0.0
2024-01-29,0.0
2024-01-30,-0.0
2024-01-31,-0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-05,-0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-12,-0.0
2024-02-13,-0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,-0.0
2024-02-20,-0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-26,-0.0
2024-02-27,0.0
2024-02-28,-0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-04,-0.0
2024-03-05,-0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,-0.0
2024-03-11,-0.0
2024-03-12,0.0
2024-03-13,-0.0
2024-03-14,-0.0
2024-03-15,-0.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-22,-0.0
2024-03-25,-0.0
2024-03-26,-0.0
2024-03-27,0.0
2024-03-28,-0.0
2024-04-01,-0.0
2024-04-02,-0.0
2024-04-03,0.0
2024-04-04,-0.0
2024-04-05,0.0
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,-0.0
2024-04-11,0.0
2024-04-12,-0.0
2024-04-15,-0.0
2024-04-16,-0.0
2024-04-17,-0.0
2024-04-18,-0.0
2024-04-19,-0.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,-0.0
2024-04-25,-0.0
2024-04-26,0.0
2024-04-29,0.0
2024-04-30,-0.0
2024-05-01,-0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
